DATA,VALE5,GOLL4,AMBV4,ITUB4,BBDC4,BVMF3,RAPT4,MYPK3,GOAU4,LLXL3,CSAN3,DOLAR
15/02/2013,35.46,13.28,90.94,30.41,31.77,12.69,11.55,26.06,19.75,1.87,45.35,1.96
18/02/2013,35.41,13.3,88.92,30.19,31.42,12.5,11.38,25.98,19.99,1.94,45.16,1.97
19/02/2013,35.09,13.08,89.89,31.17,32.07,12.73,11.32,25.97,20.21,2.01,44.95,1.96
20/02/2013,33.84,12.78,86.89,31.23,31.99,12.77,11.34,25.81,20.46,1.97,45.01,1.96
21/02/2013,33.86,12.34,88.02,30.66,31.29,12.8,11.56,25.81,21.23,2,44.91,1.97
22/02/2013,33.16,12.85,85.67,30.78,31.47,12.83,11.29,25.25,20.87,1.99,44.47,1.97
25/02/2013,33.33,12.42,87.8,31.14,31.75,12.94,11.66,26.01,20.79,2,45.85,1.97
26/02/2013,34.18,12.4,88.4,31.27,32.14,12.7,11.56,26.3,20.11,1.96,45.67,1.98
27/02/2013,34.47,12.13,88,31.14,32.5,12.72,11.6,26.42,20.03,2.17,45.89,1.98
28/02/2013,35.54,12.57,87.82,31.46,32.58,12.89,11.6,26.8,19.47,2.04,47.16,1.98
01/03/2013,34.28,12.62,90.14,31.98,32.54,13.52,11.75,27.37,20.14,2.21,47.04,1.98
04/03/2013,33.11,13.29,88.46,32.19,32.87,13.32,11.77,27.6,19.97,2.44,45.67,1.98
05/03/2013,32.88,13.45,88.38,33.14,33.35,13.52,11.91,26.81,20.18,2.43,45.61,1.97
06/03/2013,34.84,13.55,88.2,32.96,33.35,13.6,11.67,26.4,20.26,2.44,45.98,1.97
07/03/2013,34.57,14.17,87.28,32.47,33.09,13.34,11.7,26.28,19.81,2.57,46.19,1.96
08/03/2013,33.76,13.4,85.87,32.42,33.19,12.98,11.59,26.25,19.67,2.42,46.61,1.95
11/03/2013,34.25,13.34,86.65,31.93,33.09,13.22,11.47,25.85,19.32,2.35,46.49,1.96
12/03/2013,33.69,13.84,84.91,31.96,33.32,13.25,11.4,25.77,18.97,2.4,45.95,1.96
13/03/2013,32.44,14.3,85.74,32.36,32.73,13.12,11.37,26,18.9,2.38,46.57,1.96
14/03/2013,32.7,14.29,85.5,32.17,32.29,13.21,11.52,25.9,18.66,2.37,45.26,1.97
15/03/2013,32.66,14.3,85.6,32.45,32.58,12.99,11.77,25.75,18.5,2.23,44.49,1.97
18/03/2013,32.77,14.58,85.24,32.09,32.28,12.63,11.86,26.04,18.37,2.16,44.82,1.99
19/03/2013,31.5,14.01,84.68,31.7,32.23,12.72,11.76,25.85,18.6,1.92,43.68,1.98
20/03/2013,32.14,13.18,83,31.44,31.84,12.77,11.65,25.7,18.44,2.02,44,1.99
21/03/2013,32.26,12.84,83.87,31.77,32.28,12.89,11.73,25.71,19.26,2.16,44.86,1.99
22/03/2013,32.28,12.5,83.69,31.84,32.98,13.02,12.16,25.99,19.24,2.19,45.38,2.01
25/03/2013,31.74,11.77,84.33,32.33,33.78,13.16,12.45,26.55,19.37,2.1,44.56,2.01
26/03/2013,32.08,12.13,84.77,31.85,33.44,13.21,12.52,27.12,19.17,2.12,44.73,2.01
27/03/2013,32.7,11.75,84.3,31.4,33.07,12.94,12.29,26.95,18.6,2.04,43.75,2.02
28/03/2013,32.32,11.8,82.5,31.29,33.47,13.26,12.27,27,18.77,2.1,43.97,2.01
01/04/2013,31.52,11.73,83.21,30.4,32.98,13.24,12.35,26.79,18.53,2.02,43.94,2.02
02/04/2013,30.96,10.98,82.9,30.39,32.98,13.23,12.47,26.4,19.09,2.04,43.63,2.02
03/04/2013,32.77,11.26,82,30.37,32.52,13.07,12.59,26.7,18.55,1.93,43.63,2.02
04/04/2013,31.47,10.86,82,31.09,33.38,12.99,12.59,26.31,18.76,2.06,43.97,2.02
05/04/2013,31.7,11.15,82.72,31.56,34.16,13.4,12.72,26.3,18.6,2.26,44.71,2
08/04/2013,31.8,11.54,81.55,31.67,34.12,13.13,12.77,25.72,18.62,2.25,43.58,1.99
09/04/2013,33.14,11.21,79.98,31.09,33.86,12.74,12.72,25.34,18.28,2.21,42.83,1.99
10/04/2013,31.99,11.32,77.4,30.42,32.85,12.64,12.46,23.9,17.73,2.08,41.57,1.98
11/04/2013,31.51,11.46,79.3,31.18,33.46,12.78,12.73,24.1,18.29,2.08,43.76,1.97
12/04/2013,32.02,11.58,79.23,30.42,32.23,12.56,12.37,23.16,18.58,1.87,42.75,1.98
15/04/2013,29.95,11.33,79.6,29.37,31.61,12.68,12.16,23.25,19.2,1.87,44.51,1.98
16/04/2013,30.78,12.07,80.14,30.02,31.98,12.87,12.36,23.68,19.17,1.95,44.2,1.99
17/04/2013,30.99,11.55,79.25,29.92,31.98,13.08,12.34,23.22,19.2,1.97,43.87,1.99
18/04/2013,30.45,12.79,81.35,30.06,32.37,13.23,12.43,23.11,19.47,1.9,45.27,2.02
19/04/2013,30.65,13.3,79.43,30.27,32.25,13.16,12.53,23.12,19.42,1.9,45.71,2.01
22/04/2013,31.18,13,78.55,30.45,32.08,13.37,12.26,23.13,19.38,1.9,45.69,2.02
23/04/2013,31.87,12.85,78.2,29.45,31.41,13.35,12.43,23.03,18.97,1.88,45.11,2.02
24/04/2013,32.1,13.19,78.26,29.47,31.58,13.18,12.5,23.7,19.33,1.98,45.59,2.02
25/04/2013,32.55,13.81,82.8,30.23,32.57,13.61,13,24.15,19.7,1.98,46.68,2.01
26/04/2013,31.68,13.35,81.2,29.88,32.46,13.87,12.87,24,19.34,1.91,46.19,2
29/04/2013,32.02,12.86,82.79,30.3,32.64,14.11,13.03,23.7,19.38,1.93,46.5,2
30/04/2013,32.64,12.4,83.1,30.25,32.13,14.05,13.07,23.4,19.55,1.89,46.19,2
02/05/2013,31.75,12.13,83.2,31.14,33.09,14.1,13.45,23.24,19.15,1.88,46.19,2.01
03/05/2013,32.2,11.99,82.34,31.46,33.39,14.07,13.27,23.61,18.57,1.9,45.5,2.01
06/05/2013,32.28,12.35,84.95,31.46,33.27,14.06,13.25,23.04,18.32,1.85,45.89,2.01
07/05/2013,33.05,12.4,85.51,31.17,33.19,14.14,13.38,22.9,17.8,1.78,46.03,2.01
08/05/2013,33.12,12.19,85.65,30.57,32.47,13.92,12.9,22.79,17.44,1.73,45.75,2
09/05/2013,33.15,12.14,87.42,31.03,32.84,13.93,12.9,23.53,17.38,1.8,45.94,2.01
10/05/2013,32.5,12.17,88.41,31.55,33.09,13.94,12.91,23.4,17.03,1.82,46.19,2.02
13/05/2013,31.82,11.86,86.68,31.26,33.16,13.78,12.96,23.4,17.16,1.83,45.35,2.02
14/05/2013,31.07,12.25,87.3,31.69,33.9,13.87,13.04,23.9,17.21,1.84,46.07,2.01
15/05/2013,30.44,11.8,86.75,31.96,34.43,14.16,12.95,23.45,17.55,1.83,47.33,2.02
16/05/2013,29.7,11.37,86.43,32.46,34.53,14.27,13.02,23.98,17.86,1.85,47.96,2.03
17/05/2013,29.91,11.13,85.39,32.89,34.73,14.32,13.05,24.4,17.89,1.9,48.13,2.04
20/05/2013,31.05,11.25,85.63,32.61,34.26,14.21,12.93,24.7,17.29,1.93,48.17,2.03
21/05/2013,31.37,11.15,85.45,32.51,34.03,14.12,13.28,24.93,16.98,2.02,47.37,2.04
22/05/2013,30.94,11,84.91,32.38,33.83,14.19,13.36,25.65,17.04,1.97,46.89,2.04
23/05/2013,30.38,10.7,85.8,32.48,34.1,14.32,13.28,26.47,17.12,1.9,47.16,2.05
24/05/2013,30.15,10.47,83.95,31.69,33.35,13.92,13.1,26.24,16.85,1.81,46.9,2.05
27/05/2013,30.25,10.49,81.95,32.04,34.01,13.87,12.8,26,16.51,1.7,46.48,2.05
28/05/2013,29.77,10.83,81.06,31.78,33.06,13.77,12.61,26.2,16.81,1.76,45.75,2.06
29/05/2013,29.38,9.95,79.6,31.94,32.6,13.78,12.76,25.41,16.87,1.73,45.87,2.09
31/05/2013,28.65,9.31,79.18,30.83,31.68,13.43,12.66,25.39,16.32,1.69,45.2,2.13
03/06/2013,29.95,8.95,80.25,31.11,31.7,13.55,12.62,25.5,16.31,1.7,43.14,2.14
04/06/2013,30.3,9.18,79.07,30.92,31.46,13.43,12.85,25.25,16.03,1.54,43.81,2.13
05/06/2013,29.17,8.84,78.95,30.86,31.59,13.14,12.66,25.85,15.73,1.49,42.88,2.12
06/06/2013,29.58,8.6,76.91,29.85,30.38,12.68,12.19,25.45,15.28,1.38,41.6,2.13
07/06/2013,29.06,8.22,76.95,29.78,30.28,12.44,11.93,25.32,15.31,1.25,42.75,2.14
10/06/2013,28.6,7.66,76.64,29.7,29.87,12.71,12.05,26.07,16.19,1.26,43.54,2.15
11/06/2013,27.78,7.87,78.3,29.07,29.24,12.5,11.99,25.5,16.1,1.19,43.09,2.15
12/06/2013,27.4,8.45,78.73,29.22,29.51,12.54,11.88,25.5,16.24,1.09,42.51,2.14
13/06/2013,28.65,8.47,78.51,29.05,29.29,12.93,11.93,24.93,16.32,1.16,42.7,2.14
14/06/2013,28.28,8.52,77.5,28.69,28.66,12.04,11.82,24.8,15.91,1.03,41.95,2.14
17/06/2013,28.4,8.45,77.1,29.02,28.85,11.61,11.45,24.29,16.15,1.2,41.67,2.15
18/06/2013,29.1,8.24,77.7,28.26,28.17,11.33,11.2,24.45,15.7,1.03,41.57,2.17
19/06/2013,28.5,7.75,76.38,27.31,27.61,11.6,11.13,23.76,14.92,0.99,41.23,2.17
20/06/2013,28.64,7.5,77.89,27.41,27.76,11.96,11.75,23.8,15.1,1,40.62,2.25
21/06/2013,28.45,7.28,79.31,27.55,28.01,11.96,12.17,24.5,15.02,1.25,41.03,2.26
24/06/2013,26.89,6.73,80.7,28.11,28.3,12.16,12,24.15,15.93,1.08,42.77,2.25
25/06/2013,27.5,7.5,83.52,28.46,28.76,12.2,12.06,24.09,15.9,0.99,42.51,2.22
26/06/2013,26.75,7.27,83.88,28.21,28.76,12.69,11.81,24,16.39,0.89,42.65,2.2
27/06/2013,26.7,7.41,81.64,26.99,27.3,12,11.3,23.5,16.26,0.79,41.58,2.18
28/06/2013,27.05,7.17,81,26.69,27.08,11.94,11.35,23.25,16.67,0.8,41.44,2.22
01/07/2013,27.28,7.08,80.76,27.02,27.04,12,11.6,23.8,16.79,0.84,41.27,2.23
02/07/2013,26.1,6.75,81.79,26.53,26.11,12,11.31,23.89,16.3,0.84,41.22,2.24
03/07/2013,26,6.25,82.17,26.53,25.98,12.11,11.21,24.05,16,0.85,41.47,2.26
04/07/2013,26.97,6.35,81,26.49,26.07,11.93,11.05,23.3,15.61,0.81,40.41,2.26
05/07/2013,26.45,6.14,82.82,26.72,26.05,12.35,11.43,23.87,16.01,0.84,41.03,2.26
08/07/2013,26.08,6.46,82.69,27.38,27.34,12.79,11.76,24.76,16.46,0.85,43.04,2.26
09/07/2013,26.01,6.35,82.13,27.1,27.28,12.49,11.6,24.78,15.99,0.66,42.61,2.26
10/07/2013,26.44,6.92,83.44,27.6,27.96,12.56,11.57,24.78,16.21,0.74,42.65,2.27
11/07/2013,27.54,7.27,82.5,27.76,27.91,12.11,11.5,24.85,16.49,0.73,42.54,2.27
12/07/2013,27.06,7.19,81.99,28.11,28.58,12.32,11.7,25.52,17.1,0.76,43.18,2.27
15/07/2013,27.36,7.42,80.66,28.15,28.2,12.49,12,25.13,17.36,0.79,43.05,2.25
16/07/2013,27.87,7.41,80.09,28.04,27.75,12.14,11.97,24.97,17.13,0.86,42.89,2.24
17/07/2013,28.16,7.87,81.71,28.63,28.77,12.24,11.92,24.94,17.42,0.92,43.24,2.24
18/07/2013,28.22,7.77,82.11,29.01,29.18,12.25,12.05,24.95,18.08,1,43.14,2.23
19/07/2013,27.93,7.71,81.37,28.67,28.75,12.15,12.08,25.52,18.12,0.96,42.64,2.24
22/07/2013,28.45,7.99,81.59,28.71,28.81,12.41,12.15,25.91,18.45,0.99,42.01,2.24
23/07/2013,28.91,7.84,81.88,28.71,28.27,12.59,12.17,25.99,18.2,0.99,42.5,2.23
24/07/2013,28.94,7.89,81.34,28.7,28.24,12.27,12.16,26.05,18.28,0.98,42.26,2.23
25/07/2013,29.14,8.14,82.1,28.92,28.13,11.93,11.8,25.79,17.81,0.97,42.11,2.25
26/07/2013,29.25,8.24,86.01,28.84,27.68,12.14,11.79,25.1,18.13,0.96,42.51,2.25
29/07/2013,28.9,8.24,87.97,29.78,28.45,12.32,11.74,25.2,18.97,0.96,43.45,2.26
30/07/2013,28.36,8.2,87.39,29.61,28.2,12,11.67,25.5,18.76,0.88,43.3,2.27
31/07/2013,28.15,7.82,86.36,29.15,27.62,11.75,11.68,25.84,18.63,0.87,42.75,2.29
01/08/2013,28.55,8,85.65,28.47,27.06,11.41,11.68,25.95,18.4,0.91,42.19,2.29
02/08/2013,28.39,7.7,85.31,28.42,27.14,11.47,11.6,25.8,19.02,0.88,41.7,2.29
05/08/2013,28.73,7.5,86,29.24,28.02,11.95,11.65,25.85,19.24,0.94,41.8,2.3
06/08/2013,28.35,7.07,84.83,29.38,28.31,11.54,11.67,26.3,19.34,1.02,42.18,2.3
07/08/2013,29.06,6.87,84.86,30.17,28.76,11.7,11.5,26.73,19.47,1.1,41.4,2.3
08/08/2013,29.93,7.23,86.2,30.36,29.45,11.7,11.5,26.25,19.3,1.29,41.59,2.29
09/08/2013,30.9,7.45,85.75,30.06,29.15,11.41,11.45,26,19.27,1.51,40.75,2.27
12/08/2013,31.27,7.57,86.21,29.81,28.77,11.35,11.63,26.7,19.07,1.67,40.55,2.27
13/08/2013,31.56,7.45,87.51,29.2,28.5,11.55,11.83,27.11,20.15,1.6,40.32,2.3
14/08/2013,31.6,8,86.86,28.94,28.45,11.18,11.5,27.69,21.26,1.72,40.7,2.31
15/08/2013,31.55,8.21,83.05,28.63,28.07,11.14,11.3,26.95,20.96,1.67,40.25,2.34
16/08/2013,32.17,8.59,82.46,28.42,27.6,11.41,11.08,26.3,20.94,1.64,39.9,2.36
19/08/2013,32.35,8.4,83.22,28.44,27.5,11.4,10.92,26.53,21.55,1.6,41.08,2.4
20/08/2013,31.44,8.55,82.78,29.41,28.05,11.97,11.27,27.15,21.18,1.69,42.29,2.39
21/08/2013,31.11,8.59,81.69,28.91,27.71,11.9,11.1,27.39,21.18,1.72,41.57,2.42
22/08/2013,32.4,8.68,81.04,28.1,26.9,11.29,11.03,27.58,21.03,1.64,40.45,2.45
23/08/2013,32.28,8.92,80.52,28.2,26.75,11.52,11.04,27.25,21.13,1.6,40.77,2.39
26/08/2013,32.2,8.55,82.9,28.45,27.15,11.6,11.19,27.8,21.27,1.53,40.2,2.37
